HourUTC,HourDK,PriceArea,SpotPriceDKK,SpotPriceEUR
2024-01-04T12:00:00,2024-01-04T13:00:00,DK2,641.070007,85.959999
2024-01-04T11:00:00,2024-01-04T12:00:00,DK2,646.52002,86.690002
2024-01-04T10:00:00,2024-01-04T11:00:00,DK2,674.190002,90.400002
2024-01-04T09:00:00,2024-01-04T10:00:00,DK2,685.969971,91.980003
2024-01-04T08:00:00,2024-01-04T09:00:00,DK2,702.530029,94.199997
2024-01-04T07:00:00,2024-01-04T08:00:00,DK2,682.169983,91.470001
2024-01-04T06:00:00,2024-01-04T07:00:00,DK2,634.059998,85.019997
2024-01-04T05:00:00,2024-01-04T06:00:00,DK2,541.809998,72.650002
2024-01-04T04:00:00,2024-01-04T05:00:00,DK2,441.130005,59.150002
2024-01-04T03:00:00,2024-01-04T04:00:00,DK2,434.420013,58.25
2024-01-04T02:00:00,2024-01-04T03:00:00,DK2,411.519989,55.18
2024-01-04T01:00:00,2024-01-04T02:00:00,DK2,406.0,54.439999
2024-01-04T00:00:00,2024-01-04T01:00:00,DK2,399.73999,53.599998
2024-01-03T23:00:00,2024-01-04T00:00:00,DK2,437.850006,58.709999
2024-01-03T22:00:00,2024-01-03T23:00:00,DK2,433.290009,58.119999
2024-01-03T21:00:00,2024-01-03T22:00:00,DK2,484.579987,65.0
2024-01-03T20:00:00,2024-01-03T21:00:00,DK2,502.549988,67.410004
2024-01-03T19:00:00,2024-01-03T20:00:00,DK2,545.940002,73.230003
2024-01-03T18:00:00,2024-01-03T19:00:00,DK2,589.179993,79.029999
2024-01-03T17:00:00,2024-01-03T18:00:00,DK2,618.549988,82.970001
2024-01-03T16:00:00,2024-01-03T17:00:00,DK2,613.409973,82.279999
2024-01-03T15:00:00,2024-01-03T16:00:00,DK2,548.619995,73.589996
2024-01-03T14:00:00,2024-01-03T15:00:00,DK2,513.140015,68.830002
2024-01-03T13:00:00,2024-01-03T14:00:00,DK2,484.51001,64.989998
2024-01-03T12:00:00,2024-01-03T13:00:00,DK2,438.809998,58.860001
2024-01-03T11:00:00,2024-01-03T12:00:00,DK2,445.820007,59.799999
2024-01-03T10:00:00,2024-01-03T11:00:00,DK2,447.01001,59.959999
2024-01-03T09:00:00,2024-01-03T10:00:00,DK2,448.720001,60.189999
2024-01-03T08:00:00,2024-01-03T09:00:00,DK2,484.51001,64.989998
2024-01-03T07:00:00,2024-01-03T08:00:00,DK2,473.25,63.48
2024-01-03T06:00:00,2024-01-03T07:00:00,DK2,399.070007,53.529999
2024-01-03T05:00:00,2024-01-03T06:00:00,DK2,368.579987,49.439999
2024-01-03T04:00:00,2024-01-03T05:00:00,DK2,149.399994,20.040001
2024-01-03T03:00:00,2024-01-03T04:00:00,DK2,118.830002,15.94
2024-01-03T02:00:00,2024-01-03T03:00:00,DK2,118.389999,15.88
2024-01-03T01:00:00,2024-01-03T02:00:00,DK2,118.389999,15.88
2024-01-03T00:00:00,2024-01-03T01:00:00,DK2,118.309998,15.87
2024-01-02T23:00:00,2024-01-03T00:00:00,DK2,149.100006,20.0
2024-01-02T22:00:00,2024-01-02T23:00:00,DK2,223.639999,30.0
2024-01-02T21:00:00,2024-01-02T22:00:00,DK2,298.190002,40.0
2024-01-02T20:00:00,2024-01-02T21:00:00,DK2,358.130005,48.040001
2024-01-02T19:00:00,2024-01-02T20:00:00,DK2,425.73999,57.110001
2024-01-02T18:00:00,2024-01-02T19:00:00,DK2,470.98999,63.18
2024-01-02T17:00:00,2024-01-02T18:00:00,DK2,558.72998,74.949997
2024-01-02T16:00:00,2024-01-02T17:00:00,DK2,603.23999,80.919998
2024-01-02T15:00:00,2024-01-02T16:00:00,DK2,607.26001,81.459999
2024-01-02T14:00:00,2024-01-02T15:00:00,DK2,596.080017,79.959999
2024-01-02T13:00:00,2024-01-02T14:00:00,DK2,590.719971,79.239998
2024-01-02T12:00:00,2024-01-02T13:00:00,DK2,587.960022,78.870003
2024-01-02T11:00:00,2024-01-02T12:00:00,DK2,582.659973,78.160004
2024-01-02T10:00:00,2024-01-02T11:00:00,DK2,548.219971,73.540001
2024-01-02T09:00:00,2024-01-02T10:00:00,DK2,514.22998,68.980003
2024-01-02T08:00:00,2024-01-02T09:00:00,DK2,492.829987,66.110001
2024-01-02T07:00:00,2024-01-02T08:00:00,DK2,489.549988,65.669998
2024-01-02T06:00:00,2024-01-02T07:00:00,DK2,437.970001,58.75
2024-01-02T05:00:00,2024-01-02T06:00:00,DK2,366.630005,49.18
2024-01-02T04:00:00,2024-01-02T05:00:00,DK2,311.01001,41.720001
2024-01-02T03:00:00,2024-01-02T04:00:00,DK2,273.589996,36.700001
2024-01-02T02:00:00,2024-01-02T03:00:00,DK2,240.710007,32.290001
2024-01-02T01:00:00,2024-01-02T02:00:00,DK2,238.779999,32.029999
2024-01-02T00:00:00,2024-01-02T01:00:00,DK2,250.179993,33.560001
2024-01-01T23:00:00,2024-01-02T00:00:00,DK2,283.279999,38.0
2024-01-01T22:00:00,2024-01-01T23:00:00,DK2,283.279999,38.0
2024-01-01T21:00:00,2024-01-01T22:00:00,DK2,336.959991,45.200001
2024-01-01T20:00:00,2024-01-01T21:00:00,DK2,328.079987,44.009998
2024-01-01T19:00:00,2024-01-01T20:00:00,DK2,357.899994,48.009998
2024-01-01T18:00:00,2024-01-01T19:00:00,DK2,410.529999,55.07
2024-01-01T17:00:00,2024-01-01T18:00:00,DK2,460.26001,61.740002
2024-01-01T16:00:00,2024-01-01T17:00:00,DK2,484.480011,64.989998
2024-01-01T15:00:00,2024-01-01T16:00:00,DK2,443.329987,59.470001
2024-01-01T14:00:00,2024-01-01T15:00:00,DK2,377.290009,50.610001
2024-01-01T13:00:00,2024-01-01T14:00:00,DK2,344.709991,46.240002
2024-01-01T12:00:00,2024-01-01T13:00:00,DK2,330.170013,44.290001
2024-01-01T11:00:00,2024-01-01T12:00:00,DK2,320.700012,43.02
2024-01-01T10:00:00,2024-01-01T11:00:00,DK2,324.359985,43.509998
2024-01-01T09:00:00,2024-01-01T10:00:00,DK2,308.179993,41.34
2024-01-01T08:00:00,2024-01-01T09:00:00,DK2,240.119995,32.209999
2024-01-01T07:00:00,2024-01-01T08:00:00,DK2,189.5,25.42
2024-01-01T06:00:00,2024-01-01T07:00:00,DK2,164.300003,22.040001
2024-01-01T05:00:00,2024-01-01T06:00:00,DK2,118.309998,15.87
2024-01-01T04:00:00,2024-01-01T05:00:00,DK2,118.379997,15.88
2024-01-01T03:00:00,2024-01-01T04:00:00,DK2,178.990005,24.01
2024-01-01T02:00:00,2024-01-01T03:00:00,DK2,182.490005,24.48
2024-01-01T01:00:00,2024-01-01T02:00:00,DK2,198.740005,26.66
2024-01-01T00:00:00,2024-01-01T01:00:00,DK2,212.160004,28.459999
2023-12-31T23:00:00,2024-01-01T00:00:00,DK2,217.160004,29.129999
